llm_name,sentence,n_items,spearman_rho
GPT-2,The elderly man's dank basement was like a,25,0.41092028913265877
GPT-2,She comforted the woman and said help would come,14,0.49212096042090664
GPT-2,"Her expensive new coat was long, soft, and",29,0.23943356234284266
GPT-2,It was announced the  two companies would,5,0.7071067811865475
GPT-2,It was so sunny Kevin needed a,14,-0.10010730048183514
GPT-2,The diverted water flowed swiftly along the,28,0.48222357722022563
GPT-2,"During the road trip, the family stopped to get",15,0.6070563151199789
GPT-2,He acted as though he didn't give a,9,0.30253169045376643
GPT-2,To sleep well you need a comfortable,6,-0.044781107551989906
GPT-2,The waitress was panicked when the customer started to,20,0.1372310271353362
GPT-2,Being a father and a businessman made his role,22,0.4346635153324804
GPT-2,He promised everyone but they still had,23,0.5263705118279774
GPT-2,Climbing the mountain would be his most impressive,11,0.18612761391681618
GPT-2,It surprised everyone when Bob and May,13,0.02321660860183994
GPT-2,Tommy was angry at his mom and started to,14,-0.11984143908449635
GPT-2,The end of the day was signaled by the,16,0.4959131979721316
GPT-2,"Outside the arena, the fans made quite a",17,-0.435978430477978
GPT-2,Tracy said the worst kind of bug is a,19,0.28065871706851325
GPT-2,"With one minute left, James knew the game would end",10,0.22841246922521757
GPT-2,"After the rain stopped, Caroline played outside in the",10,-0.41486266936165156
GPT-2,The firefighter's rescue of the cat was a brave,18,-0.0333477753133589
GPT-2,The procession slowly advanced as they sang the,12,0.5777595855709424
GPT-2,Todd immediately noticed the scar on the orca's,18,0.3933778450823265
GPT-2,Lily's favorite part of summer was going to the,15,0.3098492039483191
GPT-2,His brand new soccer ball had landed in the,28,-0.2568280004533886
GPT-2,"When she was away, the girl really missed her",16,-0.01674773723165097
GPT-2,The student spent every recess with his best,3,0.5
GPT-2,The architect had the construction workers build a,30,0.2772183053512517
GPT-2,Brad was embarrassed when his theory was proven to be,5,0.34210526315789475
GPT-2,The tourists enjoyed looking at the scenic,31,0.10264181067555235
GPT-2,"The elderly woman raised a purebred puppy, not a",10,0.484789385862548
GPT-2,The lucky explorers discovered diamonds in the dark,9,0.8250286473253903
GPT-2,She feared she would administer too large a,13,0.42007913593384677
GPT-2,"Frustrated with his teammates, Julian stormed off in a",12,-0.03152441624956403
GPT-2,"While pregnant, any strong odor made Viola",13,0.4587955572866038
GPT-2,"Once lost in the woods, the man started to",16,-0.07870046641686101
GPT-2,Dean dropped the cookies and had to make a fresh,3,0.5
GPT-2,The beautiful sounds from the lake came from a,33,0.12282197550947462
GPT-2,The ring is unguarded so it'll be easy to,12,-0.0787023500065862
GPT-2,Bradley's wife told him not to drink too much,14,-0.4905308604559614
GPT-2,Greg looked down and realized he was missing his,23,0.36578022093630336
GPT-2,Noah started crying when the baseball hit his,21,-0.23649629843713385
GPT-2,"After a busy week, I just want to",10,0.4000703310448619
GPT-2,A subtle twitch of the left eye was his,28,0.2573061173348056
GPT-2,"Although she was clumsy, Ellen tried hard not to",13,0.2760467114125317
GPT-2,The woman was overdressed in her fancy,18,0.5726179070204755
GPT-2,"At the playground, the child needed someone else to",30,0.02565888659921082
GPT-2,Rudeness was the one thing that made his father,23,0.24428683896050649
GPT-2,She hated hard chairs and she wanted a,16,0.4699251700411807
GPT-2,The dumpster often had new things the tenants would,24,0.08303455008587318
GPT-2,The body builder's arm muscles were extremely,32,0.20996277583907472
GPT-2,The water in the bag had begun to,20,0.24848648346068788
GPT-2,Some townspeople believed the proposed law was worth fighting,4,0.9486832980505139
GPT-2,The old recluse in the red house is a,38,0.1736207710600894
GPT-2,They searched for the thief but he was already,5,0.05735393346764044
GPT-2,What had gotten into the food bag was a,23,0.12556097992734766
GPT-2,They knew she was a hiker because of her,28,0.5407343053186918
GPT-2,The tennis player won the match with a high,15,0.3371436097007588
GPT-2,"A selfish, stingy person, Devon never liked to",13,-0.5165920428139613
GPT-2,Henry hated the spring because the weather was always,18,0.5522097904110992
GPT-2,Gerard was a model because he had perfect,25,0.2865662083312305
GPT-2,The safest seats in a car are in the,5,0.39999999999999997
GPT-2,The thing the princess wanted to see was a,41,0.19662774628682617
GPT-2,"At breakfast, her kids really love to drink",8,0.4845561780836657
GPT-2,"Gaby disliked spinach, a veggie she claimed she'd always",15,0.619090251695842
GPT-2,Elle's grandmother applied her face powder using a,10,0.9147362593897893
GPT-2,Her father had written so she waited for the,19,-0.7825063780079767
GPT-2,She took so long in deciding what to,6,0.7647058823529412
GPT-2,The family's couch and TV were both in the,13,0.7349243066944149
GPT-2,Before placing each brick he applied a glob of,8,0.2790404591875126
GPT-2,"The statue was made of many stones, including",30,0.6713846557083109
GPT-2,Paige injured her back when she slipped outside on,13,0.04634003447822938
GPT-2,The best friends enjoyed attending yoga class at the,13,0.29332221855266066
GPT-2,In the loud restaurant it was hard to,6,0.18864844365675973
GPT-2,Shawn hoped winning the lottery would make him,8,0.06452821661495843
GPT-2,"It is important to share toys, and not",33,-0.1370634100698219
GPT-2,"New to fishing, Frank did not use the right",11,-0.1740125680282194
GPT-2,These days milk is usually not sold from a,27,0.21425003293525588
GPT-2,"After the strap broke, Jenna bought a new",22,0.3010802725971452
GPT-2,"He has good intentions, but he can be a",38,0.1298370971819448
GPT-2,The bird was so startled it fell from its,6,0.3714285714285715
GPT-2,"When he couldn't find his phone, Jim started to",13,0.16085847093673697
GPT-2,"During the championship game, the crowd was easy to",24,0.07153803759045506
GPT-2,"At one period, the flapper dress was in",24,-0.08679182953795535
GPT-2,Brandon's shiny car was of the latest,15,-0.11319019127731852
GPT-2,"On casual Fridays, the staff wears pants made of",18,0.31523508019106955
GPT-2,After having a puppy they needed a new,30,0.2597864537615092
GPT-2,"To finish seasoning the salmon, Marge needed",23,0.39034375842048896
GPT-2,Jacob's mother asked him for a glass of,6,-0.6617647058823529
GPT-2,"Stubborn and prideful, Kevin never backed down from a",11,0.6407751622464717
GPT-2,The girls' mother hated it when they would,21,-0.1516001768051331
GPT-2,Several girls fought over the store's last remaining,36,0.35503653634684934
GPT-2,The place on the corner is his favorite,24,0.19646942618541902
GPT-2,Winston's prized chess set was missing a,7,0.6306562238868914
GPT-2,Troy enjoyed playing with his dog outside on the,19,-0.23191888401642377
GPT-2,Nate behaves differently to his boss than to his,18,0.45318728525174956
GPT-2,The canoers admired the beauty of the nearby,30,0.5717246834732128
GPT-2,The boys were seeing how many ants they could,17,-0.11201101910743867
GPT-2,"When the market crashed, many stores' profits went",8,0.42363433691955493
GPT-2,The rampaging giant squashed their car like a,12,0.6195509093314011
GPT-2,"He said the dog wasn't a person, but rather a",20,0.13021028486842645
GPT-2,Rick will probably feel cold if his head is,19,0.3161807256427074
GPT-2,Jody dumped the icing on the cake in one,26,0.18395876172258427
GPT-2,To keep her hands warm Katy wore a fur,12,0.3033627654703315
GPT-2,The man wasn't handsome but he had great,37,0.5083323551052458
GPT-2,The sailors couldn't wait to get back to,13,0.2737959868064615
GPT-2,Martha went to the craft store to buy colored,21,0.6355035061642682
GPT-2,"To honor her deceased uncle, the niece sang a",9,0.31193973345246884
GPT-2,The competitive club at school excluded the,39,0.47734010374404934
GPT-2,"Despite her parents' wishes, the teenage girl pierced her",11,0.2546979255171044
GPT-2,Laura jumped up and shouted after burning her,12,0.2212033207049774
GPT-2,"After removing the lid, the foul odor began to",27,0.3069948731220477
GPT-2,"While hiking in the woods, Chris spotted a large",27,0.3224124467719936
GPT-2,"Excited for his birthday presents, the boy could barely",11,0.13695247665246518
GPT-2,Brian investigated the attic sounds and found a,12,-0.0364565532716506
GPT-2,When they pooled their money they could afford the,40,0.44434965721476033
GPT-2,The confident man claimed he could produce a hit,10,-0.03623443152276267
GPT-2,"Months before the gala, Avery bought an expensive",20,0.6312893621740476
GPT-2,"After the horror movie, Logan's heart raced with",11,0.11496420649656036
GPT-2,Hunter wanted to relax but he couldn't find a,28,0.017484389686303378
GPT-2,"His pride injured, John challenged Robert to a",9,0.6437827532807558
GPT-2,The man bought his girlfriend a diamond,5,0.7826237921249264
GPT-2,"When John went to the salon, he bought some",19,-0.05307602743378689
GPT-2,Jenna purchased a beach house quite close to the,19,-0.21651011451849145
GPT-2,"When he accidentally sliced his leg, blood started to",21,0.14341481912370826
GPT-2,The man was in pain because his arm was,21,0.36150361959712324
GPT-2,Mia left the theater looking like she had seen a,5,0.7071067811865475
GPT-2,"Though gruff to his friends, Hank wasn't to his",26,0.2790476812004303
GPT-2,The energetic little puppy loves to play,14,0.25167103327193824
GPT-2,"After receiving a treat, the dog's tail began to",3,0.0
GPT-2,Tiffany hated it when her boss called her,32,0.3810001488338912
GPT-2,When Diana failed the exam it was hard to,35,-0.16265099529770535
GPT-2,Sandra enjoyed going on walks right before,17,-0.20332182659472253
GPT-2,You should always read it over before signing a,5,0.5263157894736843
GPT-2,"While preparing the meal, the chef couldn't find his",21,0.27035343177811566
GPT-2,"With the female deer was her mate, a large",11,0.32380413298415694
GPT-2,"When the babysitter arrived, the children all",29,0.24527452049242446
GPT-2,"Carly was known for having a loud, distinct",8,0.24452695059430304
GPT-2,It was clear that the enraged teenager wasn't,32,0.08912296309786139
GPT-2,The museum curator placed the sculpture back in its,16,0.15844418731673124
GPT-2,"Before going to bed, Kat always washes her",5,0.20519567041703082
GPT-2,Jake hated the game and he said it wasn't,10,-0.6301910556249946
GPT-2,The train arrived at ten o'clock on the,6,0.33394720739540396
GPT-2,The best way to travel at sea is to,18,0.0772961871913078
GPT-2,In the past it was customary for knights to,22,0.5422938830126185
GPT-2,The newest game console was something Mark,14,-0.015459297185997067
GPT-2,Garrett met his soon-to-be wife at the,37,0.17388633532747505
GPT-2,The rabbits ate everything growing in Elle's veggie,3,1.0
GPT-2,The robber ordered the bank teller to open the,6,-0.46381682852195877
GPT-2,"To warm up, Richard enjoyed a bowl of",11,-0.14695726035434817
GPT-2,The family was nomadic and they would always,17,0.5616520837013063
GPT-2,Jim knew his responsibilities but proceeded to,32,-0.2070832214574098
GPT-2,Garrett fell asleep and missed everything that was,18,0.432930219667116
GPT-2,The baker said those lemons were especially,16,0.37307799158295357
GPT-2,The weatherman announced that the day would have heavy,11,0.6887531686256595
GPT-2,The teenagers all jumped up when they heard the,29,0.15901220459050294
GPT-2,The doctor was worried because the patient hurt his,31,0.36318883196967816
GPT-2,"Oliver tried, but the lever was too stiff to",8,0.16050605945555832
GPT-2,The products were faulty so they made another,22,0.1828973080580701
GPT-2,Stacy was not careful and spilled wine on her,13,0.1410622850423437
GPT-2,"Sally froze upon seeing the snake, crippled by",5,0.35355339059327373
GPT-2,The smell of rose perfume indicated that Gabby was,32,-0.004230914299322087
GPT-2,"Although she tried, the gardener couldn't make the crows",16,0.20846899666481264
GPT-2,The children slid down the snow bank on a,6,0.7775419143502353
GPT-2,Rain water leaked through the big cracks on the,15,0.5793728583049504
GPT-2,The lazy girl ate soup straight out of the,5,0.8720815992723809
GPT-2,From deep within the jungle they heard a,14,0.3519438996941938
GPT-2,The baby started to cry when it had to,22,0.4474332182876047
GPT-2,Lindsay stored her homemade lemonade in a,15,0.061121280384790894
GPT-2,The man was enraged but he didn't want to,26,0.24656734282028214
GPT-2,"After receiving bad news, the patient began to",9,-0.09565579045742019
GPT-2,The postman walked up and handed the man his,3,-0.5
GPT-2,Daniel's attempt at the dance routine looked more like a,41,0.018216771979289156
GPT-2,The woman was infuriated to find her luggage was,9,0.6848695745395486
GPT-2,The doctor found the medicine and prescribed the correct,7,-0.11927107455535574
GPT-2,He kissed the girl because it was a,41,0.4253355828628872
GPT-2,Farm animals tend to be easy to,34,0.2222613417172513
GPT-2,It is difficult for any large business to,27,0.08567399381671167
GPT-2,George asked whether or not the artifact was,14,0.1571811769534318
